id,dateadded,url,url_status,threat,tags,urlhaus_link,reporter
"2106346","2022-03-19 20:50:05","http://27.215.131.86:55708/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2106346/","lrz_urlhaus"
"2106319","2022-03-19 20:26:10","http://180.176.149.211:39704/i","online","malware_download","32-bit,arm,elf,Mozi","https://urlhaus.abuse.ch/url/2106319/","geenensp"
"2106280","2022-03-19 19:56:13","http://89.208.110.233:43423/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2106280/","geenensp"
"2106193","2022-03-19 18:46:08","http://119.190.143.104:33531/i","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2106193/","geenensp"
"2106173","2022-03-19 18:35:04","http://179.43.175.179/vyjz/harvey.exe","online","malware_download","exe,remcos,RemcosRAT","https://urlhaus.abuse.ch/url/2106173/","AndreGironda"
"2106171","2022-03-19 18:34:05","http://119.191.211.239:37110/Mozi.a","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2106171/","lrz_urlhaus"
"2106165","2022-03-19 18:32:05","http://file-coin-coin-10.com/files/954_1647713880_7550.exe","online","malware_download","exe,RaccoonStealer","https://urlhaus.abuse.ch/url/2106165/","benkow_"
"2106161","2022-03-19 18:24:04","http://121.8.107.214:51519/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2106161/","geenensp"
"2106159","2022-03-19 18:21:10","http://119.190.143.104:33531/bin.sh","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2106159/","geenensp"
"2106138","2022-03-19 18:13:10","http://112.248.108.123:34826/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2106138/","geenensp"
"2106114","2022-03-19 17:54:04","http://121.8.107.214:51519/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2106114/","geenensp"
"2106097","2022-03-19 17:38:04","http://37.103.56.43:65451/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2106097/","geenensp"
"2106094","2022-03-19 17:35:07","http://222.187.9.178:54529/Mozi.a","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2106094/","lrz_urlhaus"
"2106010","2022-03-19 16:35:04","http://46.21.242.22:54778/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2106010/","lrz_urlhaus"
"2106003","2022-03-19 16:34:05","http://189.85.35.206:48624/Mozi.a","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2106003/","lrz_urlhaus"
"2105986","2022-03-19 16:19:05","http://113.90.171.204:44461/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2105986/","lrz_urlhaus"
"2105977","2022-03-19 16:06:06","http://202.178.125.242:58475/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2105977/","lrz_urlhaus"
"2105970","2022-03-19 16:04:05","http://116.209.36.101:48540/Mozi.a","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2105970/","lrz_urlhaus"
"2105951","2022-03-19 15:49:11","https://ruay-asia.com/to/?2cn2p3p3yk3njp7bqluzv2mg4klozhwrxl3ohxxe5co4za7ss7mj7kfv6kj6xhp7shvkr4ekzc7nlawdupz2bvfg6so77ogzvkyitvei32pk3yoludb2nve2v6un7hfct2ultkhi2glppzw2sxh6lvm35so7burgtjsq","online","malware_download","Flubot","https://urlhaus.abuse.ch/url/2105951/","switchcert"
